accession_number	organism_name	path
AF300651	Gulosibacter faecalis	"Bacteria;Actinomycetota;Actinobacteria;Micrococcales;Microbacteriaceae;""Gulosibacter"
KR259824	Gulosibacter sediminis	"Bacteria;Actinomycetota;Actinobacteria;Micrococcales;Microbacteriaceae;""Gulosibacter"
MK184537	Gulosibacter macacae	"Bacteria;Actinomycetota;Actinobacteria;Micrococcales;Microbacteriaceae;""Gulosibacter"
X77440	Pseudoclavibacter helvolus	"Bacteria;Actinomycetota;Actinobacteria;Micrococcales;Microbacteriaceae;""Pseudoclavibacter"
KJ769174	Pseudoclavibacter terrae	"Bacteria;Actinomycetota;Actinobacteria;Micrococcales;Microbacteriaceae;""Pseudoclavibacter"
KP721484	Pseudoclavibacter endophyticus	"Bacteria;Actinomycetota;Actinobacteria;Micrococcales;Microbacteriaceae;""Pseudoclavibacter"
FJ514934	Pseudoclavibacter chungangensis	"Bacteria;Actinomycetota;Actinobacteria;Micrococcales;Microbacteriaceae;""Pseudoclavibacter"
AB012590	Zimmermannella alba	"Bacteria;Actinomycetota;Actinobacteria;Micrococcales;Microbacteriaceae;""Zimmermannella"
HQ266601	Pseudoclavibacter caeni	"Bacteria;Actinomycetota;Actinobacteria;Micrococcales;Microbacteriaceae;""Pseudoclavibacter"
AB329630	Pseudoclavibacter soli	"Bacteria;Actinomycetota;Actinobacteria;Micrococcales;Microbacteriaceae;""Pseudoclavibacter"
KP118964	Rathayibacter agropyri	"Bacteria;Actinomycetota;Actinobacteria;Micrococcales;Microbacteriaceae;""Rathayibacter"
KC188341	Rathayibacter iranicus	"Bacteria;Actinomycetota;Actinobacteria;Micrococcales;Microbacteriaceae;""Rathayibacter"
X77439	Rathayibacter rathayi	"Bacteria;Actinomycetota;Actinobacteria;Micrococcales;Microbacteriaceae;""Rathayibacter"
AF159364	Rathayibacter caricis	"Bacteria;Actinomycetota;Actinobacteria;Micrococcales;Microbacteriaceae;""Rathayibacter"
X77438	Rathayibacter tritici	"Bacteria;Actinomycetota;Actinobacteria;Micrococcales;Microbacteriaceae;""Rathayibacter"
AM410683	Rathayibacter festucae	"Bacteria;Actinomycetota;Actinobacteria;Micrococcales;Microbacteriaceae;""Rathayibacter"
KX758084	Rathayibacter oskolensis	"Bacteria;Actinomycetota;Actinobacteria;Micrococcales;Microbacteriaceae;""Rathayibacter"
AUDF01000011	Rathayibacter toxicus	"Bacteria;Actinomycetota;Actinobacteria;Micrococcales;Microbacteriaceae;""Rathayibacter"
HQ832501	Gryllotalpicola koreensis	"Bacteria;Actinomycetota;Actinobacteria;Micrococcales;Microbacteriaceae;""Gryllotalpicola"
HQ832499	Gryllotalpicola kribbensis	"Bacteria;Actinomycetota;Actinobacteria;Micrococcales;Microbacteriaceae;""Gryllotalpicola"
JQ864374	Gryllotalpicola reticulitermitis	"Bacteria;Actinomycetota;Actinobacteria;Micrococcales;Microbacteriaceae;""Gryllotalpicola"
KJ948113	Gryllotalpicola soli	"Bacteria;Actinomycetota;Actinobacteria;Micrococcales;Microbacteriaceae;""Gryllotalpicola"
HQ832502	Gryllotalpicola daejeonensis	"Bacteria;Actinomycetota;Actinobacteria;Micrococcales;Microbacteriaceae;""Gryllotalpicola"
MH989595	Gryllotalpicola protaetiae	"Bacteria;Actinomycetota;Actinobacteria;Micrococcales;Microbacteriaceae;""Gryllotalpicola"
EF587758	Gryllotalpicola ginsengisoli	"Bacteria;Actinomycetota;Actinobacteria;Micrococcales;Microbacteriaceae;""Gryllotalpicola"
AM410691	Curtobacterium albidum	"Bacteria;Actinomycetota;Actinobacteria;Micrococcales;Microbacteriaceae;""Curtobacterium"
X77436	Curtobacterium citreum	"Bacteria;Actinomycetota;Actinobacteria;Micrococcales;Microbacteriaceae;""Curtobacterium"
GU269547	Flavobacterium oceanosedimentum	"Bacteria;Bacteroidota;Flavobacteriia;Flavobacteriales;Flavobacteriaceae;""Flavobacterium"
AJ784400	Curtobacterium pusillum	"Bacteria;Actinomycetota;Actinobacteria;Micrococcales;Microbacteriaceae;""Curtobacterium"
AJ312209	Curtobacterium flaccumfaciens	"Bacteria;Actinomycetota;Actinobacteria;Micrococcales;Microbacteriaceae;""Curtobacterium"
AJ310413	Curtobacterium herbarum	"Bacteria;Actinomycetota;Actinobacteria;Micrococcales;Microbacteriaceae;""Curtobacterium"
AB266597	Curtobacterium ammoniigenes	"Bacteria;Actinomycetota;Actinobacteria;Micrococcales;Microbacteriaceae;""Curtobacterium"
X77437	Curtobacterium luteum	"Bacteria;Actinomycetota;Actinobacteria;Micrococcales;Microbacteriaceae;""Curtobacterium"
AB012646	Mycetocola tolaasinivorans	"Bacteria;Actinomycetota;Actinobacteria;Micrococcales;Microbacteriaceae;""Mycetocola"
AB012648	Mycetocola lacteus	"Bacteria;Actinomycetota;Actinobacteria;Micrococcales;Microbacteriaceae;""Mycetocola"
AB012647	Mycetocola saprophilus	"Bacteria;Actinomycetota;Actinobacteria;Micrococcales;Microbacteriaceae;""Mycetocola"
ATXU01000010	Leucobacter chironomi	"Bacteria;Actinomycetota;Actinobacteria;Micrococcales;Microbacteriaceae;""Leucobacter"
LT797169	Leucobacter muris	"Bacteria;Actinomycetota;Actinobacteria;Micrococcales;Microbacteriaceae;""Leucobacter"
JX669524	Leucobacter zeae	"Bacteria;Actinomycetota;Actinobacteria;Micrococcales;Microbacteriaceae;""Leucobacter"
KY214292	Leucobacter corticis	"Bacteria;Actinomycetota;Actinobacteria;Micrococcales;Microbacteriaceae;""Leucobacter"
KJ461711	Leucobacter holotrichiae	"Bacteria;Actinomycetota;Actinobacteria;Micrococcales;Microbacteriaceae;""Leucobacter"
KT359554	Leucobacter populi	"Bacteria;Actinomycetota;Actinobacteria;Micrococcales;Microbacteriaceae;""Leucobacter"
GQ504012	Leucobacter celer subsp. celer	"Bacteria;Actinomycetota;Actinobacteria;Micrococcales;Microbacteriaceae;""Leucobacter"
KT439069	Leucobacter triazinivorans	"Bacteria;Actinomycetota;Actinobacteria;Micrococcales;Microbacteriaceae;""Leucobacter"
LT844632	Leucobacter weissii	"Bacteria;Actinomycetota;Actinobacteria;Micrococcales;Microbacteriaceae;""Leucobacter"
AM072820	Leucobacter alluvii	"Bacteria;Actinomycetota;Actinobacteria;Micrococcales;Microbacteriaceae;""Leucobacter"
GU390657	Leucobacter chromiiresistens	"Bacteria;Actinomycetota;Actinobacteria;Micrococcales;Microbacteriaceae;""Leucobacter"
AB012594	Leucobacter albus	"Bacteria;Actinomycetota;Actinobacteria;Micrococcales;Microbacteriaceae;""Leucobacter"
AJ746337	Leucobacter komagatae	"Bacteria;Actinomycetota;Actinobacteria;Micrococcales;Microbacteriaceae;""Leucobacter"
AJ781047	Leucobacter aridicollis	"Bacteria;Actinomycetota;Actinobacteria;Micrococcales;Microbacteriaceae;""Leucobacter"
GQ246672	Leucobacter denitrificans	"Bacteria;Actinomycetota;Actinobacteria;Micrococcales;Microbacteriaceae;""Leucobacter"
AM040493	Leucobacter iarius	"Bacteria;Actinomycetota;Actinobacteria;Micrococcales;Microbacteriaceae;""Leucobacter"
FN597581	Leucobacter aerolatus	"Bacteria;Actinomycetota;Actinobacteria;Micrococcales;Microbacteriaceae;""Leucobacter"
GQ352403	Leucobacter salsicius	"Bacteria;Actinomycetota;Actinobacteria;Micrococcales;Microbacteriaceae;""Leucobacter"
AB514037	Leucobacter exalbidus	"Bacteria;Actinomycetota;Actinobacteria;Micrococcales;Microbacteriaceae;""Leucobacter"
KC107829	Leucobacter ruminantium	"Bacteria;Actinomycetota;Actinobacteria;Micrococcales;Microbacteriaceae;""Leucobacter"
MW116730	Leucobacter chromiisoli	"Bacteria;Actinomycetota;Actinobacteria;Micrococcales;Microbacteriaceae;""Leucobacter"
AM940158	Leucobacter tardus	"Bacteria;Actinomycetota;Actinobacteria;Micrococcales;Microbacteriaceae;""Leucobacter"
KF906846	Leucobacter japonicus	"Bacteria;Actinomycetota;Actinobacteria;Micrococcales;Microbacteriaceae;""Leucobacter"
KF906845	Leucobacter musarum	"Bacteria;Actinomycetota;Actinobacteria;Micrococcales;Microbacteriaceae;""Leucobacter"
AM072819	Leucobacter luti	"Bacteria;Actinomycetota;Actinobacteria;Micrococcales;Microbacteriaceae;""Leucobacter"
DQ845457	Leucobacter chromiireducens subsp. solipictus	"Bacteria;Actinomycetota;Actinobacteria;Micrococcales;Microbacteriaceae;""Leucobacter"
AJ781046	Leucobacter chromiireducens subsp. chromiireducens	"Bacteria;Actinomycetota;Actinobacteria;Micrococcales;Microbacteriaceae;""Leucobacter"
HG326599	Canibacter oris	"Bacteria;Actinomycetota;Actinobacteria;Micrococcales;Microbacteriaceae;""Canibacter"
KU298954	Bifidobacterium callitrichidarum	"Bacteria;Actinomycetota;Actinobacteria;Bifidobacteriales;Bifidobacteriaceae;""Bifidobacterium"
AB559504	Bifidobacterium saguini	"Bacteria;Actinomycetota;Actinobacteria;Bifidobacteriales;Bifidobacteriaceae;""Bifidobacterium"
NMWV01000000	Bifidobacterium imperatoris	"Bacteria;Actinomycetota;Actinobacteria;Bifidobacteriales;Bifidobacteriaceae;""Bifidobacterium"
MN707966	Bifidobacterium olomucense	"Bacteria;Actinomycetota;Actinobacteria;Bifidobacteriales;Bifidobacteriaceae;""Bifidobacterium"
PGLQ01000000	Bifidobacterium scaligerum	"Bacteria;Actinomycetota;Actinobacteria;Bifidobacteriales;Bifidobacteriaceae;""Bifidobacterium"
PEBJ01000000	Bifidobacterium felsineum	"Bacteria;Actinomycetota;Actinobacteria;Bifidobacteriales;Bifidobacteriaceae;""Bifidobacterium"
MN443771	Bifidobacterium cebidarum	"Bacteria;Actinomycetota;Actinobacteria;Bifidobacteriales;Bifidobacteriaceae;""Bifidobacterium"
M58739	Bifidobacterium longum subsp. longum	"Bacteria;Actinomycetota;Actinobacteria;Bifidobacteriales;Bifidobacteriaceae;""Bifidobacterium"
M58743	Bifidobacterium longum subsp. suis	"Bacteria;Actinomycetota;Actinobacteria;Bifidobacteriales;Bifidobacteriaceae;""Bifidobacterium"
AB116313	Bifidobacterium longum	"Bacteria;Actinomycetota;Actinobacteria;Bifidobacteriales;Bifidobacteriaceae;""Bifidobacterium"
AB924532	Bifidobacterium longum subsp. suillum	"Bacteria;Actinomycetota;Actinobacteria;Bifidobacteriales;Bifidobacteriaceae;""Bifidobacterium"
D86184	Bifidobacterium longum subsp. infantis	"Bacteria;Actinomycetota;Actinobacteria;Bifidobacteriales;Bifidobacteriaceae;""Bifidobacterium"
AB006658	Bifidobacterium breve	"Bacteria;Actinomycetota;Actinobacteria;Bifidobacteriales;Bifidobacteriaceae;""Bifidobacterium"
AB613259	Bifidobacterium reuteri	"Bacteria;Actinomycetota;Actinobacteria;Bifidobacteriales;Bifidobacteriaceae;""Bifidobacterium"
MK377256	Bifidobacterium samirii	"Bacteria;Actinomycetota;Actinobacteria;Bifidobacteriales;Bifidobacteriaceae;""Bifidobacterium"
D86191	Bifidobacterium pullorum subsp. gallinarum	"Bacteria;Actinomycetota;Actinobacteria;Bifidobacteriales;Bifidobacteriaceae;""Bifidobacterium"
D89328	Bifidobacterium pullorum subsp. saeculare	"Bacteria;Actinomycetota;Actinobacteria;Bifidobacteriales;Bifidobacteriaceae;""Bifidobacterium"
D86196	Bifidobacterium pullorum subsp. pullorum	"Bacteria;Actinomycetota;Actinobacteria;Bifidobacteriales;Bifidobacteriaceae;""Bifidobacterium"
AB116345	Bifidobacterium pullorum	"Bacteria;Actinomycetota;Actinobacteria;Bifidobacteriales;Bifidobacteriaceae;""Bifidobacterium"
AB116349	Bifidobacterium gallinarum subsp. saeculare	"Bacteria;Actinomycetota;Actinobacteria;Bifidobacteriales;Bifidobacteriaceae;""Bifidobacterium"
MK461560	Bifidobacterium tibiigranuli	"Bacteria;Actinomycetota;Actinobacteria;Bifidobacteriales;Bifidobacteriaceae;""Bifidobacterium"
D89378	Bifidobacterium subtile	"Bacteria;Actinomycetota;Actinobacteria;Bifidobacteriales;Bifidobacteriaceae;""Bifidobacterium"
MN707963	Bifidobacterium panos	"Bacteria;Actinomycetota;Actinobacteria;Bifidobacteriales;Bifidobacteriaceae;""Bifidobacterium"
KP979748	Bifidobacterium eulemuris	"Bacteria;Actinomycetota;Actinobacteria;Bifidobacteriales;Bifidobacteriaceae;""Bifidobacterium"
KJ658281	Bifidobacterium lemurum	"Bacteria;Actinomycetota;Actinobacteria;Bifidobacteriales;Bifidobacteriaceae;""Bifidobacterium"
D86185	Bifidobacterium animalis subsp. animalis	"Bacteria;Actinomycetota;Actinobacteria;Bifidobacteriales;Bifidobacteriaceae;""Bifidobacterium"
AB116277	Bifidobacterium animalis	"Bacteria;Actinomycetota;Actinobacteria;Bifidobacteriales;Bifidobacteriaceae;""Bifidobacterium"
AB050136	Bifidobacterium animalis subsp. lactis	"Bacteria;Actinomycetota;Actinobacteria;Bifidobacteriales;Bifidobacteriaceae;""Bifidobacterium"
MG028631	Bifidobacterium canis	"Bacteria;Actinomycetota;Actinobacteria;Bifidobacteriales;Bifidobacteriaceae;""Bifidobacterium"
NMYC01000000	Bifidobacterium anseris	"Bacteria;Actinomycetota;Actinobacteria;Bifidobacteriales;Bifidobacteriaceae;""Bifidobacterium"
MVOG01000000	Bifidobacterium italicum	"Bacteria;Actinomycetota;Actinobacteria;Bifidobacteriales;Bifidobacteriaceae;""Bifidobacterium"
D86186	Bifidobacterium choerinum	"Bacteria;Actinomycetota;Actinobacteria;Bifidobacteriales;Bifidobacteriaceae;""Bifidobacterium"
MK377258	Bifidobacterium castoris	"Bacteria;Actinomycetota;Actinobacteria;Bifidobacteriales;Bifidobacteriaceae;""Bifidobacterium"
MVOH01000000	Bifidobacterium criceti	"Bacteria;Actinomycetota;Actinobacteria;Bifidobacteriales;Bifidobacteriaceae;""Bifidobacterium"
D86194	Bifidobacterium globosum	"Bacteria;Actinomycetota;Actinobacteria;Bifidobacteriales;Bifidobacteriaceae;""Bifidobacterium"
D86195	Bifidobacterium pseudolongum	"Bacteria;Actinomycetota;Actinobacteria;Bifidobacteriales;Bifidobacteriaceae;""Bifidobacterium"
AB116335	Bifidobacterium pseudolongum	"Bacteria;Actinomycetota;Actinobacteria;Bifidobacteriales;Bifidobacteriaceae;""Bifidobacterium"
D86189	Bifidobacterium gallicum	"Bacteria;Actinomycetota;Actinobacteria;Bifidobacteriales;Bifidobacteriaceae;""Bifidobacterium"
MK377254	Bifidobacterium dolichotidis	"Bacteria;Actinomycetota;Actinobacteria;Bifidobacteriales;Bifidobacteriaceae;""Bifidobacterium"
GU361818	Bifidobacterium cuniculi	"Bacteria;Actinomycetota;Actinobacteria;Bifidobacteriales;Bifidobacteriaceae;""Bifidobacterium"
D86193	Bifidobacterium magnum	"Bacteria;Actinomycetota;Actinobacteria;Bifidobacteriales;Bifidobacteriaceae;""Bifidobacterium"
MN482706	Bifidobacterium choloepi	"Bacteria;Actinomycetota;Actinobacteria;Bifidobacteriales;Bifidobacteriaceae;""Bifidobacterium"
CP011786	Bifidobacterium actinocoloniiforme	"Bacteria;Actinomycetota;Actinobacteria;Bifidobacteriales;Bifidobacteriaceae;""Bifidobacterium"
MG597278	Bifidobacterium xylocopae	"Bacteria;Actinomycetota;Actinobacteria;Bifidobacteriales;Bifidobacteriaceae;""Bifidobacterium"
EU127550	Bombiscardovia coagulans	"Bacteria;Actinomycetota;Actinobacteria;Bifidobacteriales;Bifidobacteriaceae;""Bifidobacterium"
CP017696	Bifidobacterium asteroides	"Bacteria;Actinomycetota;Actinobacteria;Bifidobacteriales;Bifidobacteriaceae;""Bifidobacterium"
D86188	Bifidobacterium indicum	"Bacteria;Actinomycetota;Actinobacteria;Bifidobacteriales;Bifidobacteriaceae;""Bifidobacterium"
AY952449	Bifidobacterium crudilactis	"Bacteria;Actinomycetota;Actinobacteria;Bifidobacteriales;Bifidobacteriaceae;""Bifidobacterium"
AY174108	Bifidobacterium psychraerophilum	"Bacteria;Actinomycetota;Actinobacteria;Bifidobacteriales;Bifidobacteriaceae;""Bifidobacterium"
LN849254	Bifidobacterium aquikefiri	"Bacteria;Actinomycetota;Actinobacteria;Bifidobacteriales;Bifidobacteriaceae;""Bifidobacterium"
AB433856	Bifidobacterium mongoliense	"Bacteria;Actinomycetota;Actinobacteria;Bifidobacteriales;Bifidobacteriaceae;""Bifidobacterium"
ATXM01000009	Bifidobacterium minimum	"Bacteria;Actinomycetota;Actinobacteria;Bifidobacteriales;Bifidobacteriaceae;""Bifidobacterium"
MG597282	Bifidobacterium aemilianum	"Bacteria;Actinomycetota;Actinobacteria;Bifidobacteriales;Bifidobacteriaceae;""Bifidobacterium"
GU361834	Bifidobacterium thermophilum	"Bacteria;Actinomycetota;Actinobacteria;Bifidobacteriales;Bifidobacteriaceae;""Bifidobacterium"
AY148470	Bifidobacterium porcinum	"Bacteria;Actinomycetota;Actinobacteria;Bifidobacteriales;Bifidobacteriaceae;""Bifidobacterium"
AUFI01000004	Bifidobacterium thermacidophilum	"Bacteria;Actinomycetota;Actinobacteria;Bifidobacteriales;Bifidobacteriaceae;""Bifidobacterium"
D86190	Bifidobacterium boum	"Bacteria;Actinomycetota;Actinobacteria;Bifidobacteriales;Bifidobacteriaceae;""Bifidobacterium"
KT343145	Bifidobacterium apri	"Bacteria;Actinomycetota;Actinobacteria;Bifidobacteriales;Bifidobacteriaceae;""Bifidobacterium"
D86182	Bifidobacterium angulatum	"Bacteria;Actinomycetota;Actinobacteria;Bifidobacteriales;Bifidobacteriaceae;""Bifidobacterium"
MN707967	Bifidobacterium erythrocebi	"Bacteria;Actinomycetota;Actinobacteria;Bifidobacteriales;Bifidobacteriaceae;""Bifidobacterium"
GU361825	Bifidobacterium merycicum	"Bacteria;Actinomycetota;Actinobacteria;Bifidobacteriales;Bifidobacteriaceae;""Bifidobacterium"
AB559503	Bifidobacterium callitrichos	"Bacteria;Actinomycetota;Actinobacteria;Bifidobacteriales;Bifidobacteriaceae;""Bifidobacterium"
MK722392	Bifidobacterium rousetti	"Bacteria;Actinomycetota;Actinobacteria;Bifidobacteriales;Bifidobacteriaceae;""Bifidobacterium"
KP718941	Bifidobacterium hapali	"Bacteria;Actinomycetota;Actinobacteria;Bifidobacteriales;Bifidobacteriaceae;""Bifidobacterium"
AB116294	Bifidobacterium catenulatum	"Bacteria;Actinomycetota;Actinobacteria;Bifidobacteriales;Bifidobacteriaceae;""Bifidobacterium"
ABXY01000019	Bifidobacterium catenulatum subsp. catenulatum	"Bacteria;Actinomycetota;Actinobacteria;Bifidobacteriales;Bifidobacteriaceae;""Bifidobacterium"
D86187	Bifidobacterium pseudocatenulatum	"Bacteria;Actinomycetota;Actinobacteria;Bifidobacteriales;Bifidobacteriaceae;""Bifidobacterium"
AP009256	Bifidobacterium adolescentis	"Bacteria;Actinomycetota;Actinobacteria;Bifidobacteriales;Bifidobacteriaceae;""Bifidobacterium"
GU361831	Bifidobacterium ruminantium	"Bacteria;Actinomycetota;Actinobacteria;Bifidobacteriales;Bifidobacteriaceae;""Bifidobacterium"
KF990498	Bifidobacterium faecale	"Bacteria;Actinomycetota;Actinobacteria;Bifidobacteriales;Bifidobacteriaceae;""Bifidobacterium"
D86183	Bifidobacterium dentium	"Bacteria;Actinomycetota;Actinobacteria;Bifidobacteriales;Bifidobacteriaceae;""Bifidobacterium"
AB425276	Bifidobacterium catenulatum subsp. kashiwanohense	"Bacteria;Actinomycetota;Actinobacteria;Bifidobacteriales;Bifidobacteriaceae;""Bifidobacterium"
MN443772	Bifidobacterium leontopitheci	"Bacteria;Actinomycetota;Actinobacteria;Bifidobacteriales;Bifidobacteriaceae;""Bifidobacterium"
KP718960	Bifidobacterium jacchi	"Bacteria;Actinomycetota;Actinobacteria;Bifidobacteriales;Bifidobacteriaceae;""Bifidobacterium"
AB559505	Bifidobacterium stellenboschense	"Bacteria;Actinomycetota;Actinobacteria;Bifidobacteriales;Bifidobacteriaceae;""Bifidobacterium"
KU051447	Bifidobacterium ramosum	"Bacteria;Actinomycetota;Actinobacteria;Bifidobacteriales;Bifidobacteriaceae;""Bifidobacterium"
AP012331	Bifidobacterium scardovii	"Bacteria;Actinomycetota;Actinobacteria;Bifidobacteriales;Bifidobacteriaceae;""Bifidobacterium"
KU051446	Bifidobacterium avesanii	"Bacteria;Actinomycetota;Actinobacteria;Bifidobacteriales;Bifidobacteriaceae;""Bifidobacterium"
MK722394	Bifidobacterium vespertilionis	"Bacteria;Actinomycetota;Actinobacteria;Bifidobacteriales;Bifidobacteriaceae;""Bifidobacterium"
MN707964	Bifidobacterium oedipodis	"Bacteria;Actinomycetota;Actinobacteria;Bifidobacteriales;Bifidobacteriaceae;""Bifidobacterium"
KU051444	Bifidobacterium aerophilum	"Bacteria;Actinomycetota;Actinobacteria;Bifidobacteriales;Bifidobacteriaceae;""Bifidobacterium"
AUCL01000024	Bifidobacterium tsurumiense	"Bacteria;Actinomycetota;Actinobacteria;Bifidobacteriales;Bifidobacteriaceae;""Bifidobacterium"
KC807989	Bifidobacterium aesculapii	"Bacteria;Actinomycetota;Actinobacteria;Bifidobacteriales;Bifidobacteriaceae;""Bifidobacterium"
NMWT01000000	Bifidobacterium parmae	"Bacteria;Actinomycetota;Actinobacteria;Bifidobacteriales;Bifidobacteriaceae;""Bifidobacterium"
AB821293	Bifidobacterium moukalabense	"Bacteria;Actinomycetota;Actinobacteria;Bifidobacteriales;Bifidobacteriaceae;""Bifidobacterium"
AB559506	Bifidobacterium biavatii	"Bacteria;Actinomycetota;Actinobacteria;Bifidobacteriales;Bifidobacteriaceae;""Bifidobacterium"
MK377255	Bifidobacterium goeldii	"Bacteria;Actinomycetota;Actinobacteria;Bifidobacteriales;Bifidobacteriaceae;""Bifidobacterium"
U25952	Bifidobacterium bifidum	"Bacteria;Actinomycetota;Actinobacteria;Bifidobacteriales;Bifidobacteriaceae;""Bifidobacterium"
MN707965	Bifidobacterium moraviense	"Bacteria;Actinomycetota;Actinobacteria;Bifidobacteriales;Bifidobacteriaceae;""Bifidobacterium"
MH898658	Gardnerella swidsinskii	"Bacteria;Actinomycetota;Actinobacteria;Bifidobacteriales;Bifidobacteriaceae;""Gardnerella"
MH898660	Gardnerella leopoldii	"Bacteria;Actinomycetota;Actinobacteria;Bifidobacteriales;Bifidobacteriaceae;""Gardnerella"
